external_source,external_id,query_used,city_used,name,type_name,address,latitude,longitude,source_location,website_url,phone,description,season_slugs,photo_urls,estimated_cost,estimated_duration,is_active,image_query_used,primary_image_local_path,primary_image_url,image_status,image_source,image_content_type,s3_key
2gis,7E+16,глэмпинг в Сочи,Сочи,"Сергиев Двор, база отдыха",glamping,"улица Джапаридзе, 229",43.698048,39.754073,Краснодарский край,,,"Сергиев Двор, база отдыха — это глэмпинг-комплекс. Место находится по адресу улица Джапаридзе, 229, Сочи. Подобные площадки подходят для спокойного отдыха, перезагрузки и коротких поездок без сложной подготовки. Локация хорошо подойдет для романтического уикенда, неспешного отдыха вдвоем или небольшой поездки компанией. Для комфортного отдыха имеет смысл заранее узнать детали размещения, парковки и доступных сервисов на территории, а если вы планируете маршрут заранее, Сергиев Двор, база отдыха можно рассмотреть как удобную и запоминающуюся остановку.",summer,,10773,1,TRUE,"Сергиев Двор, база отдыха Сочи glamping",,https://storage.yandexcloud.net/hackathon-ss/places-images/guest_house.jpeg,done,category_placeholder,image/jpeg,places-images/guest_house.jpeg
2gis,7E+16,глэмпинг в Анапе,Анапа,"Серебристый Тополь, глэмпинг",glamping,"Тополиный проезд, 8а",44.929065,37.313474,Краснодарский край,,,"Серебристый Тополь, глэмпинг — это формат отдыха на природе с повышенным комфортом. Место находится по адресу Тополиный проезд, 8а, Анапа. Обычно такие места выбирают за сочетание природы, уединения и более комфортных условий, чем в классическом кемпинге. Локация хорошо подойдет для романтического уикенда, неспешного отдыха вдвоем или небольшой поездки компанией. Для комфортного отдыха имеет смысл заранее узнать детали размещения, парковки и доступных сервисов на территории, а в рамках поездки Серебристый Тополь, глэмпинг может стать приятной точкой для короткого визита или более спокойного отдыха.",summer,,9983,1,TRUE,"Серебристый Тополь, глэмпинг Анапа glamping",,https://storage.yandexcloud.net/hackathon-ss/places-images/guest_house.jpeg,done,category_placeholder,image/jpeg,places-images/guest_house.jpeg
2gis,7E+16,глэмпинг в Темрюке,Темрюк,"Скворечник, глэмпинг",glamping,"Колхозная улица, 17",56.636702,60.226711,Краснодарский край,,,"Скворечник, глэмпинг — это формат отдыха на природе с повышенным комфортом. Место находится по адресу Колхозная улица, 17, Темрюк. Глэмпинг-формат привлекает тех, кто хочет отдохнуть на природе, но не отказываться от базового комфорта и эстетики пространства. Такие места часто выбирают ради тишины, красивых видов и возможности замедлиться без полной изоляции от удобств. Перед бронированием стоит уточнить сезонность, состав удобств и правила заезда, так как они могут заметно отличаться, а если вы планируете маршрут заранее, Скворечник, глэмпинг можно рассмотреть как удобную и запоминающуюся остановку.",summer,,11634,1,TRUE,"Скворечник, глэмпинг Темрюк glamping",,https://storage.yandexcloud.net/hackathon-ss/places-images/guest_house.jpeg,done,category_placeholder,image/jpeg,places-images/guest_house.jpeg
2gis,7E+16,глэмпинг в Анапе,Анапа,Солнечный поцелуй,glamping,"Фисташковая улица, 14",44.795416,37.422008,Краснодарский край,,,"Солнечный поцелуй — это глэмпинг. Место находится по адресу Фисташковая улица, 14, Анапа. Подобные площадки подходят для спокойного отдыха, перезагрузки и коротких поездок без сложной подготовки. Такие места часто выбирают ради тишины, красивых видов и возможности замедлиться без полной изоляции от удобств. Если планируете остановку, лучше заранее проверить набор удобств, условия размещения и актуальные правила проживания, а в рамках поездки Солнечный поцелуй может стать приятной точкой для короткого визита или более спокойного отдыха.",summer,,6235,1,TRUE,Солнечный поцелуй Анапа glamping,,https://storage.yandexcloud.net/hackathon-ss/places-images/guest_house.jpeg,done,category_placeholder,image/jpeg,places-images/guest_house.jpeg
2gis,7E+16,гостевой дом в Темрюке,Темрюк,2 ежа,guest_house,"улица Дальняя, 4",54.980457,73.670794,Краснодарский край,,,"2 ежа — это гостевой дом. Место находится по адресу улица Дальняя, 4, Темрюк. Такой формат размещения подходит тем, кто ценит тишину, практичность и менее масштабную обстановку, чем в больших отелях. Небольшой формат делает место особенно удобным для гостей, которые ищут размеренный отдых без лишней суеты. Перед поездкой стоит уточнить сезонные цены, условия проживания и детали размещения для вашей компании, а если вы планируете маршрут заранее, 2 ежа можно рассмотреть как удобную и запоминающуюся остановку.",summer,,6397,1,TRUE,2 ежа Темрюк guest_house,,https://storage.yandexcloud.net/hackathon-ss/places-images/guest_house.jpeg,,,,
2gis,7E+16,гостевой дом в Ейске,Ейск,"Абрикос, гостевой дом",guest_house,"улица Советов, 12",46.719322,38.266008,Краснодарский край,,,"Абрикос, гостевой дом — это гостевой дом для спокойной остановки. Место находится по адресу улица Советов, 12, Ейск. Такой формат размещения подходит тем, кто ценит тишину, практичность и менее масштабную обстановку, чем в больших отелях. Локация может подойти для семейной поездки, отдыха парой или остановки на несколько дней во время путешествия по краю. Перед поездкой стоит уточнить сезонные цены, условия проживания и детали размещения для вашей компании, а в рамках поездки Абрикос, гостевой дом может стать приятной точкой для короткого визита или более спокойного отдыха.",summer,,4248,1,TRUE,"Абрикос, гостевой дом Ейск guest_house",,https://storage.yandexcloud.net/hackathon-ss/places-images/guest_house.jpeg,,,,
2gis,7E+16,гостевой дом в Горячем Ключе,Горячий Ключ,Август,guest_house,"улица Крылова, 10",44.628247,39.098729,Краснодарский край,,,"Август — это гостевой дом. Место находится по адресу улица Крылова, 10, Горячий Ключ. Такой формат размещения подходит тем, кто ценит тишину, практичность и менее масштабную обстановку, чем в больших отелях. Небольшой формат делает место особенно удобным для гостей, которые ищут размеренный отдых без лишней суеты. Перед бронированием разумно уточнить условия заселения, наличие парковки и набор удобств в конкретных номерах, а если вы планируете маршрут заранее, Август можно рассмотреть как удобную и запоминающуюся остановку.",winter,,7336,1,TRUE,Август Горячий Ключ guest_house,,https://storage.yandexcloud.net/hackathon-ss/places-images/guest_house.jpeg,,,,
2gis,7E+16,гостевой дом в Горячем Ключе,Горячий Ключ,"Агат, гостевой дом",guest_house,"улица Лермонтова, 69а",44.631623,39.101832,Краснодарский край,,,"Агат, гостевой дом — это небольшой вариант размещения для путешественников. Место находится по адресу улица Лермонтова, 69а, Горячий Ключ. Гостевые дома часто привлекают спокойной обстановкой и ощущением более личного, неформального сервиса. Небольшой формат делает место особенно удобным для гостей, которые ищут размеренный отдых без лишней суеты. Если планируете остановку, лучше заранее проверить правила заезда, удобства и доступность нужных вам опций, а в рамках поездки Агат, гостевой дом может стать приятной точкой для короткого визита или более спокойного отдыха.",winter,,3231,1,TRUE,"Агат, гостевой дом Горячий Ключ guest_house",,https://storage.yandexcloud.net/hackathon-ss/places-images/guest_house.jpeg,,,,
2gis,7E+16,гостевой дом в Туапсе,Туапсе,"Агой-Шале, семейный загородный клуб",guest_house,"СТ Черноморье, 289",44.140251,39.041053,Краснодарский край,,,"Агой-Шале, семейный загородный клуб — это гостевой дом. Место находится по адресу СТ Черноморье, 289, Туапсе. Подобные места обычно выбирают за домашнюю атмосферу, более камерный формат и удобство для короткого или среднего проживания. Локация может подойти для семейной поездки, отдыха парой или остановки на несколько дней во время путешествия по краю. Перед бронированием разумно уточнить условия заселения, наличие парковки и набор удобств в конкретных номерах, а если вы планируете маршрут заранее, Агой-Шале, семейный загородный клуб можно рассмотреть как удобную и запоминающуюся остановку.",winter,,3722,1,TRUE,"Агой-Шале, семейный загородный клуб Туапсе guest_house",,https://storage.yandexcloud.net/hackathon-ss/places-images/guest_house.jpeg,,,,
2gis,7E+16,гостевой дом в Сочи,Сочи,"Адлер, мини-отель",guest_house,"улица Мира, 31в",43.440209,39.915505,Краснодарский край,,,"Адлер, мини-отель — это гостевой дом. Место находится по адресу улица Мира, 31в, Сочи. Такой формат размещения подходит тем, кто ценит тишину, практичность и менее масштабную обстановку, чем в больших отелях. Это удобный выбор для тех, кто планирует познакомиться с окрестностями и хочет иметь спокойную базу для ночевки. Если планируете остановку, лучше заранее проверить правила заезда, удобства и доступность нужных вам опций, а для путешествия по этой части края Адлер, мини-отель можно включить в маршрут как атмосферную и практичную остановку.",summer,,6450,1,TRUE,"Адлер, мини-отель Сочи guest_house",,https://storage.yandexcloud.net/hackathon-ss/places-images/guest_house.jpeg,,,,
2gis,7E+16,гостевой дом в Темрюке,Темрюк,"Адмирал, гостевой дом",guest_house,"улица Академика Обручева, 12/1",53.191899,107.34591,Краснодарский край,,,"Адмирал, гостевой дом — это гостевой дом. Место находится по адресу улица Академика Обручева, 12/1, Темрюк. Гостевые дома часто привлекают спокойной обстановкой и ощущением более личного, неформального сервиса. Небольшой формат делает место особенно удобным для гостей, которые ищут размеренный отдых без лишней суеты. Перед поездкой стоит уточнить сезонные цены, условия проживания и детали размещения для вашей компании, а если вы планируете маршрут заранее, Адмирал, гостевой дом можно рассмотреть как удобную и запоминающуюся остановку.",summer,,5370,1,TRUE,"Адмирал, гостевой дом Темрюк guest_house",,https://storage.yandexcloud.net/hackathon-ss/places-images/guest_house.jpeg,,,,
2gis,7E+16,гостевой дом в Сочи,Сочи,"Азалия Мимоза, гостевой дом",guest_house,"улица Фрунзе, 13а",43.445836,39.911634,Краснодарский край,,,"Азалия Мимоза, гостевой дом — это гостевой дом для спокойной остановки. Место находится по адресу улица Фрунзе, 13а, Сочи. Гостевые дома часто привлекают спокойной обстановкой и ощущением более личного, неформального сервиса. Небольшой формат делает место особенно удобным для гостей, которые ищут размеренный отдых без лишней суеты. Если планируете остановку, лучше заранее проверить правила заезда, удобства и доступность нужных вам опций, а в рамках поездки Азалия Мимоза, гостевой дом может стать приятной точкой для короткого визита или более спокойного отдыха.",summer,,6875,1,TRUE,"Азалия Мимоза, гостевой дом Сочи guest_house",,https://storage.yandexcloud.net/hackathon-ss/places-images/guest_house.jpeg,,,,
2gis,7E+16,гостевой дом в Темрюке,Темрюк,"АзовЛайм, гостевой дом",guest_house,"Курортная улица, 150",45.32851,37.322612,Краснодарский край,,,"АзовЛайм, гостевой дом — это гостевой дом для спокойной остановки. Место находится по адресу Курортная улица, 150, Темрюк. Гостевые дома часто привлекают спокойной обстановкой и ощущением более личного, неформального сервиса. Локация может подойти для семейной поездки, отдыха парой или остановки на несколько дней во время путешествия по краю. Если планируете остановку, лучше заранее проверить правила заезда, удобства и доступность нужных вам опций, а для путешествия по этой части края АзовЛайм, гостевой дом можно включить в маршрут как атмосферную и практичную остановку.",summer,,3299,1,TRUE,"АзовЛайм, гостевой дом Темрюк guest_house",,https://storage.yandexcloud.net/hackathon-ss/places-images/guest_house.jpeg,,,,
2gis,7E+16,гостевой дом в Темрюке,Темрюк,Азовская точка,guest_house,"Курортная улица, 154",45.328887,37.323356,Краснодарский край,,,"Азовская точка — это гостевой дом. Место находится по адресу Курортная улица, 154, Темрюк. Гостевые дома часто привлекают спокойной обстановкой и ощущением более личного, неформального сервиса. Небольшой формат делает место особенно удобным для гостей, которые ищут размеренный отдых без лишней суеты. Перед бронированием разумно уточнить условия заселения, наличие парковки и набор удобств в конкретных номерах, а если вы планируете маршрут заранее, Азовская точка можно рассмотреть как удобную и запоминающуюся остановку.",summer,,2884,1,TRUE,Азовская точка Темрюк guest_house,,https://storage.yandexcloud.net/hackathon-ss/places-images/guest_house.jpeg,,,,
2gis,7E+16,гостевой дом в Темрюке,Темрюк,Азовский бриз,guest_house,"Курортная улица, 137",45.329398,37.320753,Краснодарский край,,,"Азовский бриз — это гостевой дом для спокойной остановки. Место находится по адресу Курортная улица, 137, Темрюк. Такой формат размещения подходит тем, кто ценит тишину, практичность и менее масштабную обстановку, чем в больших отелях. Небольшой формат делает место особенно удобным для гостей, которые ищут размеренный отдых без лишней суеты. Перед бронированием разумно уточнить условия заселения, наличие парковки и набор удобств в конкретных номерах, а для путешествия по этой части края Азовский бриз можно включить в маршрут как атмосферную и практичную остановку.",summer,,4171,1,TRUE,Азовский бриз Темрюк guest_house,,https://storage.yandexcloud.net/hackathon-ss/places-images/guest_house.jpeg,,,,
2gis,7E+16,гостевой дом в Сочи,Сочи,"Аида, гостевой дом",guest_house,"Православная улица, 48",43.464281,39.911146,Краснодарский край,,,"Аида, гостевой дом — это гостевой дом для спокойной остановки. Место находится по адресу Православная улица, 48, Сочи. Такой формат размещения подходит тем, кто ценит тишину, практичность и менее масштабную обстановку, чем в больших отелях. Это удобный выбор для тех, кто планирует познакомиться с окрестностями и хочет иметь спокойную базу для ночевки. Если планируете остановку, лучше заранее проверить правила заезда, удобства и доступность нужных вам опций, а в рамках поездки Аида, гостевой дом может стать приятной точкой для короткого визита или более спокойного отдыха.",summer,,4956,1,TRUE,"Аида, гостевой дом Сочи guest_house",,https://storage.yandexcloud.net/hackathon-ss/places-images/guest_house.jpeg,,,,
2gis,7E+16,гостевой дом в Краснодаре,Краснодар,"Аква вилла, русская баня на дровах",guest_house,"ДНТ Магистраль, 90",45.139385,38.99988,Краснодарский край,,,"Аква вилла, русская баня на дровах — это небольшой вариант размещения для путешественников. Место находится по адресу ДНТ Магистраль, 90, Краснодар. Гостевые дома часто привлекают спокойной обстановкой и ощущением более личного, неформального сервиса. Это удобный выбор для тех, кто планирует познакомиться с окрестностями и хочет иметь спокойную базу для ночевки. Перед поездкой стоит уточнить сезонные цены, условия проживания и детали размещения для вашей компании, а для путешествия по этой части края Аква вилла, русская баня на дровах можно включить в маршрут как атмосферную и практичную остановку.",winter,,6569,1,TRUE,"Аква вилла, русская баня на дровах Краснодар guest_house",,https://storage.yandexcloud.net/hackathon-ss/places-images/guest_house.jpeg,,,,
2gis,7E+16,гостевой дом в Горячем Ключе,Горячий Ключ,Акварель,guest_house,"улица Кондратьева, 43",44.627146,39.104966,Краснодарский край,,,"Акварель — это небольшой вариант размещения для путешественников. Место находится по адресу улица Кондратьева, 43, Горячий Ключ. Такой формат размещения подходит тем, кто ценит тишину, практичность и менее масштабную обстановку, чем в больших отелях. Небольшой формат делает место особенно удобным для гостей, которые ищут размеренный отдых без лишней суеты. Если планируете остановку, лучше заранее проверить правила заезда, удобства и доступность нужных вам опций, а если вы планируете маршрут заранее, Акварель можно рассмотреть как удобную и запоминающуюся остановку.",winter,,8384,1,TRUE,Акварель Горячий Ключ guest_house,,https://storage.yandexcloud.net/hackathon-ss/places-images/guest_house.jpeg,,,,
2gis,1.04151E+16,гостевой дом в Анапе,Анапа,"Алекс, гостевой дом",guest_house,"улица Самбурова, 241",44.898057,37.332416,Краснодарский край,,,"Алекс, гостевой дом — это гостевой дом для спокойной остановки. Место находится по адресу улица Самбурова, 241, Анапа. Подобные места обычно выбирают за домашнюю атмосферу, более камерный формат и удобство для короткого или среднего проживания. Локация может подойти для семейной поездки, отдыха парой или остановки на несколько дней во время путешествия по краю. Перед бронированием разумно уточнить условия заселения, наличие парковки и набор удобств в конкретных номерах, а в рамках поездки Алекс, гостевой дом может стать приятной точкой для короткого визита или более спокойного отдыха.",summer,,6994,1,TRUE,"Алекс, гостевой дом Анапа guest_house",,https://storage.yandexcloud.net/hackathon-ss/places-images/guest_house.jpeg,,,,
2gis,7E+16,гостевой дом в Ейске,Ейск,"Александра, гостевой дом",guest_house,"улица Шевченко, 94",46.708548,38.264965,Краснодарский край,,,"Александра, гостевой дом — это гостевой дом. Место находится по адресу улица Шевченко, 94, Ейск. Такой формат размещения подходит тем, кто ценит тишину, практичность и менее масштабную обстановку, чем в больших отелях. Небольшой формат делает место особенно удобным для гостей, которые ищут размеренный отдых без лишней суеты. Если планируете остановку, лучше заранее проверить правила заезда, удобства и доступность нужных вам опций, а если вы планируете маршрут заранее, Александра, гостевой дом можно рассмотреть как удобную и запоминающуюся остановку.",summer,,3508,1,TRUE,"Александра, гостевой дом Ейск guest_house",,https://storage.yandexcloud.net/hackathon-ss/places-images/guest_house.jpeg,,,,
2gis,7E+16,гостевой дом в Ейске,Ейск,"Александрия, гостевой дом",guest_house,"улица Калинина, 274",46.706394,38.252769,Краснодарский край,,,"Александрия, гостевой дом — это гостевой дом. Место находится по адресу улица Калинина, 274, Ейск. Гостевые дома часто привлекают спокойной обстановкой и ощущением более личного, неформального сервиса. Это удобный выбор для тех, кто планирует познакомиться с окрестностями и хочет иметь спокойную базу для ночевки. Перед бронированием разумно уточнить условия заселения, наличие парковки и набор удобств в конкретных номерах, а если вы планируете маршрут заранее, Александрия, гостевой дом можно рассмотреть как удобную и запоминающуюся остановку.",summer,,7596,1,TRUE,"Александрия, гостевой дом Ейск guest_house",,https://storage.yandexcloud.net/hackathon-ss/places-images/guest_house.jpeg,,,,
2gis,7E+16,гостевой дом в Ейске,Ейск,"Александровский сад у моря, гостевой дом",guest_house,"Николаевская улица, 19",46.707855,38.245969,Краснодарский край,,,"Александровский сад у моря, гостевой дом — это гостевой дом. Место находится по адресу Николаевская улица, 19, Ейск. Такой формат размещения подходит тем, кто ценит тишину, практичность и менее масштабную обстановку, чем в больших отелях. Это удобный выбор для тех, кто планирует познакомиться с окрестностями и хочет иметь спокойную базу для ночевки. Перед бронированием разумно уточнить условия заселения, наличие парковки и набор удобств в конкретных номерах, а для путешествия по этой части края Александровский сад у моря, гостевой дом можно включить в маршрут как атмосферную и практичную остановку.",summer,,6351,1,TRUE,"Александровский сад у моря, гостевой дом Ейск guest_house",,https://storage.yandexcloud.net/hackathon-ss/places-images/guest_house.jpeg,,,,
2gis,7E+16,гостевой дом в Краснодаре,Краснодар,"Алёнушкина сказка, гостевой дом",guest_house,"Андреевская улица, 31/1",45.055438,39.129457,Краснодарский край,,,"Алёнушкина сказка, гостевой дом — это гостевой дом для спокойной остановки. Место находится по адресу Андреевская улица, 31/1, Краснодар. Гостевые дома часто привлекают спокойной обстановкой и ощущением более личного, неформального сервиса. Это удобный выбор для тех, кто планирует познакомиться с окрестностями и хочет иметь спокойную базу для ночевки. Перед бронированием разумно уточнить условия заселения, наличие парковки и набор удобств в конкретных номерах, а в рамках поездки Алёнушкина сказка, гостевой дом может стать приятной точкой для короткого визита или более спокойного отдыха.",fall,,4280,1,TRUE,"Алёнушкина сказка, гостевой дом Краснодар guest_house",,https://storage.yandexcloud.net/hackathon-ss/places-images/guest_house.jpeg,,,,
2gis,1.04151E+16,гостевой дом в Анапе,Анапа,"Алёша, гостевой дом",guest_house,"Спартанский переулок, 1",44.989591,37.255404,Краснодарский край,,,"Алёша, гостевой дом — это небольшой вариант размещения для путешественников. Место находится по адресу Спартанский переулок, 1, Анапа. Такой формат размещения подходит тем, кто ценит тишину, практичность и менее масштабную обстановку, чем в больших отелях. Локация может подойти для семейной поездки, отдыха парой или остановки на несколько дней во время путешествия по краю. Перед поездкой стоит уточнить сезонные цены, условия проживания и детали размещения для вашей компании, а если вы планируете маршрут заранее, Алёша, гостевой дом можно рассмотреть как удобную и запоминающуюся остановку.",summer,,9440,1,TRUE,"Алёша, гостевой дом Анапа guest_house",,https://storage.yandexcloud.net/hackathon-ss/places-images/guest_house.jpeg,,,,
2gis,7E+16,гостевой дом в Горячем Ключе,Горячий Ключ,"Аллюр, гостевой дом",guest_house,"улица Урусова, 1",44.628525,39.097503,Краснодарский край,,,"Аллюр, гостевой дом — это гостевой дом для спокойной остановки. Место находится по адресу улица Урусова, 1, Горячий Ключ. Гостевые дома часто привлекают спокойной обстановкой и ощущением более личного, неформального сервиса. Небольшой формат делает место особенно удобным для гостей, которые ищут размеренный отдых без лишней суеты. Если планируете остановку, лучше заранее проверить правила заезда, удобства и доступность нужных вам опций, а в рамках поездки Аллюр, гостевой дом может стать приятной точкой для короткого визита или более спокойного отдыха.",winter,,6474,1,TRUE,"Аллюр, гостевой дом Горячий Ключ guest_house",,https://storage.yandexcloud.net/hackathon-ss/places-images/guest_house.jpeg,,,,
2gis,7E+16,гостевой дом в Ейске,Ейск,"Алмаз, гостевой дом",guest_house,"улица Янышева, 5",46.713071,38.272396,Краснодарский край,,,"Алмаз, гостевой дом — это гостевой дом. Место находится по адресу улица Янышева, 5, Ейск. Подобные места обычно выбирают за домашнюю атмосферу, более камерный формат и удобство для короткого или среднего проживания. Локация может подойти для семейной поездки, отдыха парой или остановки на несколько дней во время путешествия по краю. Если планируете остановку, лучше заранее проверить правила заезда, удобства и доступность нужных вам опций, а для путешествия по этой части края Алмаз, гостевой дом можно включить в маршрут как атмосферную и практичную остановку.",summer,,7768,1,TRUE,"Алмаз, гостевой дом Ейск guest_house",,https://storage.yandexcloud.net/hackathon-ss/places-images/guest_house.jpeg,,,,
2gis,1.04151E+16,гостевой дом в Анапе,Анапа,"Алые паруса, гостевой дом",guest_house,"улица Тургенева, 54",44.8862,37.311129,Краснодарский край,,,"Алые паруса, гостевой дом — это гостевой дом для спокойной остановки. Место находится по адресу улица Тургенева, 54, Анапа. Такой формат размещения подходит тем, кто ценит тишину, практичность и менее масштабную обстановку, чем в больших отелях. Небольшой формат делает место особенно удобным для гостей, которые ищут размеренный отдых без лишней суеты. Перед поездкой стоит уточнить сезонные цены, условия проживания и детали размещения для вашей компании, а в рамках поездки Алые паруса, гостевой дом может стать приятной точкой для короткого визита или более спокойного отдыха.",summer,,9116,1,TRUE,"Алые паруса, гостевой дом Анапа guest_house",,https://storage.yandexcloud.net/hackathon-ss/places-images/guest_house.jpeg,,,,
2gis,7E+16,гостевой дом в Сочи,Сочи,"Альбатрос, гостевой дом",guest_house,"улица Богдана Хмельницкого, 12",43.425122,39.921515,Краснодарский край,,,"Альбатрос, гостевой дом — это гостевой дом. Место находится по адресу улица Богдана Хмельницкого, 12, Сочи. Подобные места обычно выбирают за домашнюю атмосферу, более камерный формат и удобство для короткого или среднего проживания. Небольшой формат делает место особенно удобным для гостей, которые ищут размеренный отдых без лишней суеты. Перед поездкой стоит уточнить сезонные цены, условия проживания и детали размещения для вашей компании, а в рамках поездки Альбатрос, гостевой дом может стать приятной точкой для короткого визита или более спокойного отдыха.",summer,,5772,1,TRUE,"Альбатрос, гостевой дом Сочи guest_house",,https://storage.yandexcloud.net/hackathon-ss/places-images/guest_house.jpeg,,,,
2gis,1.04151E+16,гостевой дом в Анапе,Анапа,"Альфа, семейная гостиница",guest_house,"Пионерский проспект, 85а",44.94616,37.302747,Краснодарский край,,,"Альфа, семейная гостиница — это небольшой вариант размещения для путешественников. Место находится по адресу Пионерский проспект, 85а, Анапа. Такой формат размещения подходит тем, кто ценит тишину, практичность и менее масштабную обстановку, чем в больших отелях. Это удобный выбор для тех, кто планирует познакомиться с окрестностями и хочет иметь спокойную базу для ночевки. Перед поездкой стоит уточнить сезонные цены, условия проживания и детали размещения для вашей компании, а в рамках поездки Альфа, семейная гостиница может стать приятной точкой для короткого визита или более спокойного отдыха.",summer,,7353,1,TRUE,"Альфа, семейная гостиница Анапа guest_house",,https://storage.yandexcloud.net/hackathon-ss/places-images/guest_house.jpeg,,,,
2gis,7E+16,гостевой дом в Ейске,Ейск,"Аминушка, гостевой дом",guest_house,"Таманская улица, 326",46.696346,38.289895,Краснодарский край,,,"Аминушка, гостевой дом — это гостевой дом. Место находится по адресу Таманская улица, 326, Ейск. Такой формат размещения подходит тем, кто ценит тишину, практичность и менее масштабную обстановку, чем в больших отелях. Это удобный выбор для тех, кто планирует познакомиться с окрестностями и хочет иметь спокойную базу для ночевки. Перед поездкой стоит уточнить сезонные цены, условия проживания и детали размещения для вашей компании, а если вы планируете маршрут заранее, Аминушка, гостевой дом можно рассмотреть как удобную и запоминающуюся остановку.",summer,,3218,1,TRUE,"Аминушка, гостевой дом Ейск guest_house",,https://storage.yandexcloud.net/hackathon-ss/places-images/guest_house.jpeg,,,,
2gis,7E+16,гостевой дом в Сочи,Сочи,"Анастасия, гостевой дом",guest_house,"улица Павлика Морозова, 64",43.429461,39.917547,Краснодарский край,,,"Анастасия, гостевой дом — это гостевой дом для спокойной остановки. Место находится по адресу улица Павлика Морозова, 64, Сочи. Такой формат размещения подходит тем, кто ценит тишину, практичность и менее масштабную обстановку, чем в больших отелях. Это удобный выбор для тех, кто планирует познакомиться с окрестностями и хочет иметь спокойную базу для ночевки. Перед бронированием разумно уточнить условия заселения, наличие парковки и набор удобств в конкретных номерах, а если вы планируете маршрут заранее, Анастасия, гостевой дом можно рассмотреть как удобную и запоминающуюся остановку.",summer,,6230,1,TRUE,"Анастасия, гостевой дом Сочи guest_house",,https://storage.yandexcloud.net/hackathon-ss/places-images/guest_house.jpeg,,,,
2gis,7E+16,гостевой дом в Туапсе,Туапсе,"Анастасия, гостевой дом",guest_house,"Ключевая улица, 11Б",44.080097,39.098897,Краснодарский край,,,"Анастасия, гостевой дом — это гостевой дом для спокойной остановки. Место находится по адресу Ключевая улица, 11Б, Туапсе. Подобные места обычно выбирают за домашнюю атмосферу, более камерный формат и удобство для короткого или среднего проживания. Это удобный выбор для тех, кто планирует познакомиться с окрестностями и хочет иметь спокойную базу для ночевки. Перед поездкой стоит уточнить сезонные цены, условия проживания и детали размещения для вашей компании, а если вы планируете маршрут заранее, Анастасия, гостевой дом можно рассмотреть как удобную и запоминающуюся остановку.",summer,,3684,1,TRUE,"Анастасия, гостевой дом Туапсе guest_house",,https://storage.yandexcloud.net/hackathon-ss/places-images/guest_house.jpeg,,,,
